problem_family,base_setting,seed,step,eval_algo,vector_source,source_algo,target_relative_op_norm,loss_before,loss_after,delta_loss,update_grad_inner,update_grad_cosine,update_fro_norm
MatrixSensing,Matrix sensing kappa=1e+02,0,5,Adam,own_vectors,Adam,0.001,0.0023680611365872245,0.002333670736541084,3.439040004614034e-05,3.455093034272924e-05,0.8470517470957987,0.0021354209818517773
MatrixSensing,Matrix sensing kappa=1e+02,0,5,Adam,other_vectors,Muon,0.001,0.0023680611365872245,0.002382551406730114,-1.4490270142889644e-05,-1.4348806529087713e-05,-0.35177581380991746,0.0021354209818517777
MatrixSensing,Matrix sensing kappa=1e+02,0,5,Muon,own_vectors,Muon,0.001,0.0018232412383812028,0.001805995033868107,1.7246204513095753e-05,1.7295847183104803e-05,0.7858011838901411,0.0012649946750618968
MatrixSensing,Matrix sensing kappa=1e+02,0,5,Muon,other_vectors,Adam,0.001,0.0018232412383812028,0.0018307031078732853,-7.4618694920825564e-06,-7.4055359068881675e-06,-0.3364552670572943,0.0012649946750618955
MatrixSensing,Matrix sensing kappa=1e+02,1,0,Adam,own_vectors,Adam,0.001,0.012757591945778827,0.012706247459845686,5.134448593314099e-05,5.140657040006975e-05,0.8247636780386609,0.0011549644117211653
MatrixSensing,Matrix sensing kappa=1e+02,1,0,Adam,other_vectors,Muon,0.001,0.012757591945778827,0.012706247459845686,5.134448593314099e-05,5.140657040006975e-05,0.8247636780386609,0.0011549644117211653
MatrixSensing,Matrix sensing kappa=1e+02,1,0,Muon,own_vectors,Muon,0.001,0.012757591945778827,0.012706247459845686,5.134448593314099e-05,5.140657040006975e-05,0.8247636780386609,0.0011549644117211653
MatrixSensing,Matrix sensing kappa=1e+02,1,0,Muon,other_vectors,Adam,0.001,0.012757591945778827,0.012706247459845686,5.134448593314099e-05,5.140657040006975e-05,0.8247636780386609,0.0011549644117211653
MatrixSensing,Matrix sensing kappa=1e+02,1,1,Adam,own_vectors,Adam,0.001,0.0028797488263400894,0.002845262715715349,3.448611062474051e-05,3.4613716420288845e-05,0.8446824574946988,0.001573658286745952
MatrixSensing,Matrix sensing kappa=1e+02,1,1,Adam,other_vectors,Muon,0.001,0.0028797488263400894,0.002889397443532793,-9.64861719270375e-06,-9.539060592673089e-06,-0.23278278026473492,0.0015736582867459518
MatrixSensing,Matrix sensing kappa=1e+02,1,1,Muon,own_vectors,Muon,0.001,0.00958917469011533,0.009546323804801035,4.285088531429462e-05,4.290907920168277e-05,0.8164755100897055,0.0011469113344971006
