group_type,group,predictor,outcome,points,spearman,spearman_ci95_low,spearman_ci95_high,ci95_excludes_zero
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_flatness,norm_rank_movement,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_flatness,norm_condition_movement,1500,,,,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,relative_update_fro_norm,delta_loss,1500,0.7274732708789703,0.7027137081411061,0.7504729221602493,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,relative_update_fro_norm,relative_loss_decrease,1500,0.7271774556334932,0.7023956475422612,0.7501984619026536,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,relative_update_fro_norm,norm_rank_movement,1500,-0.12344182851446613,-0.173014327174941,-0.07324548892013287,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,relative_update_fro_norm,norm_condition_movement,1500,-0.14330297709139672,-0.19255953707355603,-0.09332608977012628,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_inner,delta_loss,1500,0.9991914271961899,0.9991051795982289,0.9992693648255204,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_inner,relative_loss_decrease,1500,0.9991848636377172,0.9990979162441216,0.9992634336896499,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_inner,norm_rank_movement,1500,-0.1216589554039802,-0.17125790308856984,-0.07144490479560593,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_inner,norm_condition_movement,1500,-0.04819698142088063,-0.09861056860491382,0.0024633662503991665,False
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_cosine,delta_loss,1500,-0.2173727168993568,-0.2651079809945054,-0.16857453557378765,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_cosine,relative_loss_decrease,1500,-0.2169193691278062,-0.2646655822067296,-0.1681122369578863,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_cosine,norm_rank_movement,1500,-0.19989689168420802,-0.24803966403010014,-0.15076919319392895,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_cosine,norm_condition_movement,1500,-0.24647435209800253,-0.293464779708303,-0.19829573958654093,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_per_update_norm,delta_loss,1500,0.8559363303522272,0.841778907539813,0.8689171246222763,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_per_update_norm,relative_loss_decrease,1500,0.8562114771485184,0.8420787927966562,0.8691692271008012,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_per_update_norm,norm_rank_movement,1500,-0.12368908227130104,-0.17325788801510747,-0.07349522472996732,True
SmallMLPDigits:Muon,SmallMLPDigits:Muon,update_grad_per_update_norm,norm_condition_movement,1500,-0.0021043103246973093,-0.05275302089508502,0.04855519893575832,False
